# Description: This file is for creating figure.
# This file is generated by program. Do not change the contain of file!.
#
#[srcIpAddress,dstIpAddress,dstPort,Protocol]-label-x-y 
('147.32.84.165', '66.197.230.37', '53', 'udp')<<<MALWARE<<<8<<<0
('147.32.84.165', '87.118.116.14', '25', 'tcp')<<<MALWARE<<<12<<<0
('147.32.84.165', '188.64.112.2', '53', 'udp')<<<MALWARE<<<1<<<0
('163.121.217.89', '147.32.84.165', '1', 'icmp')<<<NORMAL<<<1<<<0
('147.32.84.165', '66.111.46.54', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '91.218.10.2', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '192.26.92.30', '53', 'udp')<<<MALWARE<<<60<<<0
('147.32.84.165', '80.72.108.202', '6667', 'tcp')<<<MALWARE<<<4<<<0
('147.32.84.165', '88.198.137.152', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '199.228.142.103', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '89.108.94.198', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '212.19.2.3', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '80.237.112.10', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '89.145.85.34', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '195.98.64.65', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '156.154.102.26', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '129.247.247.33', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '64.12.90.66', '25', 'tcp')<<<MALWARE<<<6<<<0
('147.32.84.165', '67.39.166.3', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '212.42.37.70', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '207.115.20.23', '25', 'tcp')<<<MALWARE<<<16<<<0
('147.32.84.165', '193.163.255.163', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '212.95.42.41', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '74.55.81.163', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '194.54.88.37', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '84.17.190.100', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '61.6.38.139', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '81.9.5.194', '25', 'tcp')<<<MALWARE<<<8<<<0
('147.32.84.165', '118.34.142.43', '6667', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '69.16.175.10', '80', 'tcp')<<<MALWARE<<<3<<<0
('147.32.84.165', '184.82.193.26', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '83.152.81.217', '6667', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '217.71.227.146', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '61.26.131.206', '6667', 'tcp')<<<MALWARE<<<3<<<0
('147.32.84.165', '85.10.254.6', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '89.208.17.22', '53', 'udp')<<<MALWARE<<<24<<<0
('111.221.102.89', '147.32.84.165', '35868', 'tcp')<<<NORMAL<<<1<<<0
('147.32.84.165', '94.229.64.213', '53', 'udp')<<<MALWARE<<<4<<<0
('147.32.84.165', '194.42.48.120', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '162.119.233.131', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '74.125.232.192', '80', 'tcp')<<<MALWARE<<<1<<<0
('147.32.84.165', '62.213.75.149', '25', 'tcp')<<<MALWARE<<<6<<<0
('147.32.84.165', '46.38.56.73', '25', 'tcp')<<<MALWARE<<<6<<<0
('147.32.84.165', '82.204.252.66', '25', 'tcp')<<<MALWARE<<<6<<<0
('147.32.84.165', '202.14.166.248', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '190.114.77.46', '6667', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '194.135.21.7', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '83.166.166.149', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '178.170.144.7', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '81.21.255.1', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '168.95.5.28', '25', 'tcp')<<<MALWARE<<<4<<<0
('147.32.84.165', '168.95.5.62', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '95.167.191.131', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '194.8.160.10', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '213.247.199.101', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '195.68.160.47', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '217.198.10.2', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '66.89.154.179', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '117.203.229.154', '6667', 'tcp')<<<MALWARE<<<1<<<0
('147.32.84.165', '69.36.48.22', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '41.223.57.72', '6667', 'tcp')<<<MALWARE<<<1<<<0
('147.32.84.165', '168.95.6.68', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '195.226.16.146', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '117.224.242.30', '6667', 'tcp')<<<MALWARE<<<3<<<0
('147.32.84.165', '173.201.186.217', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '61.28.22.201', '6667', 'tcp')<<<MALWARE<<<3<<<0
('147.32.84.165', '79.138.127.130', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '69.89.16.8', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '66.40.66.152', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '81.176.76.66', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '212.7.160.3', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '188.138.90.25', '25', 'tcp')<<<MALWARE<<<7<<<0
('147.32.84.165', '91.204.72.61', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '188.120.239.168', '25', 'tcp')<<<MALWARE<<<6<<<0
('147.32.84.165', '165.21.74.115', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '193.218.156.30', '53', 'udp')<<<MALWARE<<<6<<<0
('147.32.84.165', '98.136.59.15', '25', 'tcp')<<<MALWARE<<<6<<<0
('147.32.84.165', '88.198.57.87', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '190.190.120.89', '6667', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '194.0.200.253', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '198.178.190.6', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '59.48.7.167', '6667', 'tcp')<<<MALWARE<<<3<<<0
('147.32.84.165', '94.136.40.221', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '130.74.120.171', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '194.218.238.3', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '178.162.144.148', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '85.141.50.188', '53', 'udp')<<<MALWARE<<<7<<<0
('147.32.84.165', '212.176.27.2', '25', 'tcp')<<<MALWARE<<<10<<<0
('147.32.84.165', '195.47.253.1', '53', 'udp')<<<MALWARE<<<4<<<0
('147.32.84.165', '193.189.249.157', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '194.67.81.64', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '62.28.115.202', '25', 'tcp')<<<MALWARE<<<4<<<0
('147.32.84.165', '85.233.144.10', '25', 'tcp')<<<MALWARE<<<6<<<0
('147.32.84.165', '78.46.90.36', '53', 'udp')<<<MALWARE<<<7<<<0
('147.32.84.165', '207.182.153.35', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '205.178.190.6', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '89.111.166.6', '53', 'udp')<<<MALWARE<<<58<<<0
('147.32.84.165', '77.88.21.89', '25', 'tcp')<<<MALWARE<<<50<<<0
('147.32.84.165', '204.74.109.246', '53', 'udp')<<<MALWARE<<<4<<<0
('147.32.84.165', '122.127.64.127', '6667', 'tcp')<<<MALWARE<<<3<<<0
('147.32.84.165', '193.125.233.19', '53', 'udp')<<<MALWARE<<<4<<<0
('147.32.84.165', '178.148.4.76', '6667', 'tcp')<<<MALWARE<<<3<<<0
('147.32.84.165', '80.69.32.26', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '61.17.216.70', '6667', 'tcp')<<<MALWARE<<<3<<<0
('147.32.84.165', '95.169.189.196', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '190.55.176.74', '6667', 'tcp')<<<MALWARE<<<3<<<0
('147.32.84.165', '194.67.160.3', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '84.252.138.21', '53', 'udp')<<<MALWARE<<<8<<<0
('147.32.84.165', '193.232.130.14', '53', 'udp')<<<MALWARE<<<71<<<0
('147.32.84.165', '168.95.5.46', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '77.238.175.247', '80', 'tcp')<<<MALWARE<<<10<<<0
('147.32.84.165', '203.84.189.77', '3128', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '91.226.92.68', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '209.104.195.231', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '207.130.95.53', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '202.108.252.141', '25', 'tcp')<<<MALWARE<<<4<<<0
('147.32.84.165', '77.41.111.54', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '69.69.103.6', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '213.156.192.1', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '89.108.117.88', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '88.198.13.47', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '205.217.164.10', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '213.177.96.1', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '84.111.18.150', '6667', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '199.43.38.110', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '81.200.23.89', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '66.11.225.78', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '216.82.253.163', '25', 'tcp')<<<MALWARE<<<2<<<0
('184.154.132.106', '147.32.84.165', '1398', 'tcp')<<<NORMAL<<<1<<<0
('147.32.84.165', '213.137.224.34', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '81.177.6.193', '25', 'tcp')<<<MALWARE<<<4<<<0
('147.32.84.165', '217.74.162.126', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '188.92.105.130', '53', 'udp')<<<MALWARE<<<3<<<0
('147.32.84.165', '80.75.1.194', '6667', 'tcp')<<<MALWARE<<<1<<<0
('147.32.84.165', '194.0.4.10', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '62.76.176.149', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '194.146.106.42', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '194.67.36.116', '53', 'udp')<<<MALWARE<<<1<<<0
('193.106.92.148', '147.32.84.165', '3', 'icmp')<<<NORMAL<<<1<<<0
('147.32.84.165', '91.192.116.154', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '84.229.253.152', '6667', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '199.19.54.1', '53', 'udp')<<<MALWARE<<<21<<<0
('147.32.84.165', '65.55.88.22', '25', 'tcp')<<<MALWARE<<<78<<<0
('147.32.84.165', '216.82.253.227', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '67.15.47.189', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '93.189.126.30', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '74.53.248.194', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '83.149.224.209', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '183.83.70.111', '6667', 'tcp')<<<MALWARE<<<3<<<0
('147.32.84.165', '81.200.177.1', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '67.231.144.94', '25', 'tcp')<<<MALWARE<<<16<<<0
('147.32.84.165', '216.227.210.9', '53', 'udp')<<<MALWARE<<<8<<<0
('147.32.84.165', '196.46.139.51', '25', 'tcp')<<<MALWARE<<<2<<<0
('77.243.97.254', '147.32.84.165', '1', 'icmp')<<<NORMAL<<<1<<<0
('147.32.84.165', '195.94.224.179', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '195.113.232.83', '80', 'tcp')<<<MALWARE<<<21<<<0
('147.32.84.165', '208.62.125.134', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '217.16.18.72', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '81.177.1.85', '25', 'tcp')<<<MALWARE<<<4<<<0
('147.32.84.165', '114.120.50.74', '6667', 'tcp')<<<MALWARE<<<1<<<0
('147.32.84.165', '192.100.176.132', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '196.205.12.237', '6667', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '80.237.127.114', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '212.1.224.34', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '178.63.170.201', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '216.8.158.53', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '195.177.226.226', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '124.108.110.37', '25', 'tcp')<<<MALWARE<<<50<<<0
('147.32.84.165', '200.219.154.10', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '74.54.94.228', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '208.87.233.190', '25', 'tcp')<<<MALWARE<<<4<<<0
('147.32.84.165', '95.131.29.253', '53', 'udp')<<<MALWARE<<<1<<<0
('46.18.204.152', '147.32.84.165', '3', 'icmp')<<<NORMAL<<<1<<<0
('147.32.84.165', '188.120.234.114', '25', 'tcp')<<<MALWARE<<<10<<<0
('147.32.84.165', '82.146.45.69', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '64.12.168.40', '587', 'tcp')<<<MALWARE<<<17<<<0
('147.32.84.165', '89.108.124.74', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '91.227.17.11', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '208.68.169.20', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '89.145.121.86', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '81.177.24.54', '53', 'udp')<<<MALWARE<<<28<<<0
('147.32.84.165', '87.239.184.119', '6667', 'tcp')<<<MALWARE<<<6<<<0
('147.32.84.165', '77.79.11.133', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '89.111.167.9', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '93.170.49.100', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '62.90.138.196', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '81.176.232.100', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '168.95.5.77', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '193.171.255.48', '53', 'udp')<<<MALWARE<<<3<<<0
('147.32.84.165', '156.154.104.18', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '62.109.4.150', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '83.208.24.26', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '66.197.143.117', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '200.143.5.118', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '95.172.94.27', '80', 'tcp')<<<MALWARE<<<1<<<0
('147.32.84.165', '208.76.63.100', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '41.208.31.213', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '81.91.164.5', '53', 'udp')<<<MALWARE<<<9<<<0
('147.32.84.165', '79.140.237.191', '6667', 'tcp')<<<MALWARE<<<2<<<0
('88.198.49.76', '147.32.84.165', '1', 'icmp')<<<NORMAL<<<1<<<0
('147.32.84.165', '95.57.240.37', '6667', 'tcp')<<<MALWARE<<<1<<<0
('147.32.84.165', '87.242.73.96', '53', 'udp')<<<MALWARE<<<21<<<0
('147.32.84.165', '193.34.8.2', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '69.20.95.4', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '64.120.146.2', '53', 'udp')<<<MALWARE<<<3<<<0
('147.32.84.165', '212.73.96.125', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '195.208.252.1', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '166.119.78.9', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '78.24.56.82', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '85.17.228.47', '53', 'udp')<<<MALWARE<<<8<<<0
('147.32.84.165', '49.114.102.212', '3128', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '194.85.61.20', '53', 'udp')<<<MALWARE<<<50<<<0
('147.32.84.165', '201.217.51.159', '6667', 'tcp')<<<MALWARE<<<6<<<0
('147.32.84.165', '201.67.253.254', '6667', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '170.163.248.2', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '62.44.29.54', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '205.188.103.2', '25', 'tcp')<<<MALWARE<<<10<<<0
('147.32.84.165', '207.69.189.42', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '81.2.195.200', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '204.13.250.100', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '194.87.0.16', '25', 'tcp')<<<MALWARE<<<10<<<0
('147.32.84.165', '86.57.250.3', '53', 'udp')<<<MALWARE<<<4<<<0
('147.32.84.165', '178.63.200.5', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '188.120.46.62', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '212.67.3.250', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '208.65.144.3', '25', 'tcp')<<<MALWARE<<<8<<<0
('147.32.84.165', '77.244.98.5', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '195.239.62.35', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '195.130.217.42', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '194.153.232.17', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '156.154.102.25', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '64.78.17.131', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '193.220.38.27', '6667', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '41.240.106.5', '6667', 'tcp')<<<MALWARE<<<3<<<0
('147.32.84.165', '194.54.135.68', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '72.9.251.51', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '89.108.82.176', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '89.208.32.116', '53', 'udp')<<<MALWARE<<<3<<<0
('147.32.84.165', '212.69.101.2', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '114.27.11.170', '6667', 'tcp')<<<MALWARE<<<3<<<0
('147.32.84.165', '211.43.197.164', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '189.242.185.74', '6667', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '174.143.82.88', '25', 'tcp')<<<MALWARE<<<2<<<0
('93.125.1.6', '147.32.84.165', '0', 'icmp')<<<NORMAL<<<1<<<0
('147.32.84.165', '195.146.64.42', '53', 'udp')<<<MALWARE<<<5<<<0
('147.32.84.165', '89.188.105.85', '53', 'udp')<<<MALWARE<<<4<<<0
('147.32.84.165', '77.110.51.196', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '188.130.180.4', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '195.88.207.18', '25', 'tcp')<<<MALWARE<<<12<<<0
('82.239.165.28', '147.32.84.165', '1', 'icmp')<<<NORMAL<<<1<<<0
('147.32.84.165', '78.46.111.100', '53', 'udp')<<<MALWARE<<<3<<<0
('147.32.84.165', '178.170.233.5', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '64.12.90.1', '25', 'tcp')<<<MALWARE<<<220<<<0
('147.32.84.165', '213.189.213.54', '53', 'udp')<<<MALWARE<<<12<<<0
('147.32.84.165', '46.4.33.77', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '91.207.8.228', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '93.81.239.20', '25', 'tcp')<<<MALWARE<<<4<<<0
('147.32.84.165', '195.161.53.2', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '217.118.84.65', '53', 'udp')<<<MALWARE<<<7<<<0
('147.32.84.165', '31.3.245.210', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '91.213.144.46', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '128.220.161.141', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '78.58.99.95', '6667', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '68.67.185.207', '80', 'tcp')<<<MALWARE<<<3<<<0
('147.32.84.165', '217.21.210.13', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '212.122.94.171', '25', 'tcp')<<<MALWARE<<<1<<<0
('147.32.84.165', '192.54.112.35', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '92.243.90.202', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '205.234.134.55', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '75.126.167.138', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '117.199.114.136', '6667', 'tcp')<<<MALWARE<<<2<<<0
('122.218.153.1', '147.32.84.165', '1', 'icmp')<<<NORMAL<<<1<<<0
('147.32.84.165', '195.113.180.18', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '193.175.156.129', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '217.23.146.1', '53', 'udp')<<<MALWARE<<<6<<<0
('147.32.84.165', '14.97.39.52', '6667', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '91.184.8.16', '25', 'tcp')<<<MALWARE<<<8<<<0
('147.32.84.165', '64.12.175.136', '587', 'tcp')<<<MALWARE<<<20<<<0
('147.32.84.165', '88.214.228.200', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '81.176.66.242', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '217.199.219.174', '25', 'tcp')<<<MALWARE<<<4<<<0
('147.32.84.165', '99.198.112.83', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '213.154.241.28', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '61.17.216.82', '6667', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '81.177.24.85', '25', 'tcp')<<<MALWARE<<<4<<<0
('147.32.84.165', '91.219.194.2', '25', 'tcp')<<<MALWARE<<<12<<<0
('147.32.84.165', '188.173.211.169', '6667', 'tcp')<<<MALWARE<<<3<<<0
('147.32.84.165', '202.112.126.217', '6667', 'tcp')<<<MALWARE<<<3<<<0
('147.32.84.165', '168.58.229.116', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '67.228.254.4', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '62.152.35.6', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '80.250.181.28', '53', 'udp')<<<MALWARE<<<8<<<0
('147.32.84.165', '195.209.63.181', '53', 'udp')<<<MALWARE<<<16<<<0
('147.32.84.165', '208.109.255.100', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '77.243.184.200', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '188.120.33.29', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '193.232.128.6', '53', 'udp')<<<MALWARE<<<90<<<0
('147.32.84.165', '82.146.55.39', '53', 'udp')<<<MALWARE<<<4<<<0
('147.32.84.165', '212.227.15.186', '25', 'tcp')<<<MALWARE<<<8<<<0
('147.32.84.165', '80.93.56.4', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '209.85.227.27', '25', 'tcp')<<<MALWARE<<<12<<<0
('147.32.84.165', '217.199.219.198', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '64.12.138.161', '25', 'tcp')<<<MALWARE<<<14<<<0
('147.32.84.165', '216.218.215.123', '53', 'udp')<<<MALWARE<<<4<<<0
('147.32.84.165', '212.170.244.44', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '81.26.144.245', '25', 'tcp')<<<MALWARE<<<16<<<0
('147.32.84.165', '77.127.115.2', '6667', 'tcp')<<<MALWARE<<<1<<<0
('147.32.84.165', '216.8.176.114', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '62.201.162.100', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '124.108.96.211', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '174.122.122.64', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '12.42.129.211', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '213.156.129.38', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '212.56.128.203', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '64.124.14.38', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '204.211.252.146', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '64.70.19.70', '53', 'udp')<<<MALWARE<<<5<<<0
('147.32.84.165', '78.26.184.129', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '195.232.244.5', '25', 'tcp')<<<MALWARE<<<2<<<0
